File name,Result,Running time
../benchmarks/kaluza/Z3STR/sat/small/5758.corecstrs.readable.smt2,sat,0.0345361232758
../benchmarks/kaluza/Z3STR/sat/small/2468.corecstrs.readable.smt2,sat,0.0700290203094
../benchmarks/kaluza/Z3STR/sat/small/8655.corecstrs.readable.smt2,sat,0.0345349311829
../benchmarks/kaluza/Z3STR/sat/small/16193.corecstrs.readable.smt2,sat,0.0380599498749
../benchmarks/kaluza/Z3STR/sat/small/16515.corecstrs.readable.smt2,sat,0.0478951931
../benchmarks/kaluza/Z3STR/sat/small/7644.corecstrs.readable.smt2,sat,0.0400450229645
../benchmarks/kaluza/Z3STR/sat/small/3123.corecstrs.readable.smt2,sat,0.0544250011444
../benchmarks/kaluza/Z3STR/sat/small/3488.corecstrs.readable.smt2,unsat,0.0576460361481
../benchmarks/kaluza/Z3STR/sat/small/16657.corecstrs.readable.smt2,sat,0.0436141490936
../benchmarks/kaluza/Z3STR/sat/small/9223.corecstrs.readable.smt2,sat,0.0535018444061
../benchmarks/kaluza/Z3STR/sat/small/1572.corecstrs.readable.smt2,sat,0.0630021095276
../benchmarks/kaluza/Z3STR/sat/small/10755.corecstrs.readable.smt2,sat,0.0340940952301
../benchmarks/kaluza/Z3STR/sat/small/2242.corecstrs.readable.smt2,sat,0.0858199596405
../benchmarks/kaluza/Z3STR/sat/small/new.30502.corecstrs.readable.smt2,sat,0.0387229919434
../benchmarks/kaluza/Z3STR/sat/small/3391.corecstrs.readable.smt2,sat,0.0817821025848
../benchmarks/kaluza/Z3STR/sat/small/14471.corecstrs.readable.smt2,sat,0.0309870243073
../benchmarks/kaluza/Z3STR/sat/small/19149.corecstrs.readable.smt2,sat,0.0407710075378
../benchmarks/kaluza/Z3STR/sat/small/new.26440.corecstrs.readable.smt2,sat,0.0669851303101
../benchmarks/kaluza/Z3STR/sat/small/11131.corecstrs.readable.smt2,sat,0.0367481708527
../benchmarks/kaluza/Z3STR/sat/small/13355.corecstrs.readable.smt2,sat,0.0479760169983
../benchmarks/kaluza/Z3STR/sat/small/new.26454.corecstrs.readable.smt2,sat,0.0819609165192
../benchmarks/kaluza/Z3STR/sat/small/18862.corecstrs.readable.smt2,sat,0.0506191253662
../benchmarks/kaluza/Z3STR/sat/small/5127.corecstrs.readable.smt2,sat,0.0688359737396
../benchmarks/kaluza/Z3STR/sat/small/13445.corecstrs.readable.smt2,sat,0.0374879837036
../benchmarks/kaluza/Z3STR/sat/small/12946.corecstrs.readable.smt2,sat,0.0358669757843
../benchmarks/kaluza/Z3STR/sat/small/2215.corecstrs.readable.smt2,sat,0.0648560523987
../benchmarks/kaluza/Z3STR/sat/small/6607.corecstrs.readable.smt2,sat,0.0563611984253
../benchmarks/kaluza/Z3STR/sat/small/18303.corecstrs.readable.smt2,sat,0.043133020401
../benchmarks/kaluza/Z3STR/sat/small/new.30580.corecstrs.readable.smt2,sat,0.0452039241791
../benchmarks/kaluza/Z3STR/sat/small/9709.corecstrs.readable.smt2,sat,0.0543460845947
../benchmarks/kaluza/Z3STR/sat/small/3296.corecstrs.readable.smt2,sat,0.0474538803101
../benchmarks/kaluza/Z3STR/sat/small/5970.corecstrs.readable.smt2,sat,0.0404200553894
../benchmarks/kaluza/Z3STR/sat/small/19243.corecstrs.readable.smt2,sat,0.0526139736176
../benchmarks/kaluza/Z3STR/sat/small/17375.corecstrs.readable.smt2,sat,0.0535328388214
